asset_id,ticker,exit_type,exit_status,exit_announcement_date,last_trading_date,exit_valuation_date,exit_effective_date,settlement_date,exit_price_per_share,exit_total_value,shares_at_exit,last_observed_price_before_exit,last_observed_market_cap_before_exit,payout_source,source_reference,notes,is_confirmed,data_quality_flag,terminal_price,terminal_value,terminal_price_source,terminal_price_quality,terminal_return,exit_premium_vs_last_trade,exit_return_vs_offering,annualized_exit_return
sec-rally-99le1,99LE1,other,settled,2024-08-22,2024-08-22,2024-08-22,2024-08-22,2024-08-22,,85000.0,2000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,42.5,85000.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.2230215827338129,
sec-rally-99le1,99LE1,other,settled,2024-08-22,2024-08-22,2024-08-22,2024-08-22,2024-08-22,,85000.0,2000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,,True,,42.5,85000.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.2230215827338129,
sec-rally-ipadproto,IPADPROTO,other,settled,2024-08-22,2024-08-22,2024-08-22,2024-08-22,2024-08-22,,21997.0,2000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,10.9985,21997.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.692076923076923,
sec-rally-10cobb,10COBB,other,settled,2024-08-29,2024-08-29,2024-08-29,2024-08-29,2024-08-29,,27083.0,1000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,27.083,27083.0,confirmed_total_payout_divided_by_shares,confirmed,,,-0.3055641025641026,
sec-rally-15cobb,15COBB,other,settled,2024-08-29,2024-08-29,2024-08-29,2024-08-29,2024-08-29,,75795.0,7000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,10.827857142857143,75795.0,confirmed_total_payout_divided_by_shares,confirmed,,,-0.01564935064935069,
sec-rally-38dimaggio,38DIMAGGIO,other,settled,2024-08-29,2024-08-29,2024-08-29,2024-08-29,2024-08-29,,41409.0,1000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,41.409,41409.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.8822272727272726,
sec-rally-68ryan,68RYAN,other,settled,2024-08-29,2024-08-29,2024-08-29,2024-08-29,2024-08-29,,55954.0,10000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,5.5954,55954.0,confirmed_total_payout_divided_by_shares,confirmed,,,-0.20065714285714287,
sec-rally-honus2,HONUS2,other,settled,2024-08-29,2024-08-29,2024-08-29,2024-08-29,2024-08-29,,97001.0,10000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,9.7001,97001.00000000001,confirmed_total_payout_divided_by_shares,confirmed,,,-0.02998999999999996,
sec-rally-jobsmac,JOBSMAC,other,settled,2024-08-29,2024-08-29,2024-08-29,2024-08-29,2024-08-29,,150000.0,5000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,30.0,150000.0,confirmed_total_payout_divided_by_shares,confirmed,,,2.0,
sec-rally-federal,FEDERAL,other,settled,2024-09-07,2024-09-07,2024-09-07,2024-09-07,2024-09-07,,195000.0,10000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,19.5,195000.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.30000000000000004,
