exit_id,asset_id,series_name,sale_price,sale_date,realized_return,source_url,source_confidence
exit-0001688804-0001688804-24-000010-00FM1,,Series #00FM1,60000.0,2019-04-16,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-06FG1,,Series #06FG1,365000.0,2021-06-09,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-80LC1,,Series #80LC1,1181250.0,2024-03-13,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-02BZ1,,Series #02BZ1,205000.0,2023-12-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-88BM1,,Series #88BM1,141000.0,2023-12-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-93FS1,,Series #93FS1,147500.0,2022-05-17,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-88PT1,,Series #88PT1,62000.0,2023-12-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-89FT1,,Series #89FT1,330000.0,2022-04-25,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-80PN1,,Series #80PN1,58000.0,2023-12-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-89FG2,,Series #89FG2,180000.0,2022-08-18,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-03SS1,,Series #03SS1,420000.0,2020-09-27,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-MACWORLD1,,Series #MACWORLD1,245000.0,2024-09-07,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-94CSI,,Series #94CSI,120000.0,2023-03-03,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000010-BATMAN,,Series #BATMAN,2000000.0,2023-01-30,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,0.88
exit-0001688804-0001688804-24-000003,,SERIES #80LC1,1181250.0,2024-03-21,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000003/series80lc1form1u.htm,0.8
exit-0001688804-0001688804-23-000016,,Series #69BM1,130000.0,2023-12-28,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000016/form1u.htm,0.8
exit-0001688804-0001688804-23-000015,,Series #77LE1,245000.0,2022-07-20,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000015/rsecollection1sa2023.htm,0.8
exit-0001688804-0001688804-23-000015-89PS1,,Series #89PS1,245000.0,2022-07-20,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000015/rsecollection1sa2023.htm,0.88
