asset_id,ticker,comp_id,rank,similarity_score,matched_fields,realized_price_usd,sale_date,source,title,lot_url
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-79,12,0.25,brand,22860.0,2025-12-15,Sothebys,"Bleu Mykonos Ostrich Birkin 30 Palladium Hardware, 2011",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-and-trunks-including-property-of-an-important-private-collector-49,13,0.25,brand,21760.0,2026-06-23,Sothebys,"Limited Edition Vert Cyprès and Vert Bosphore Casaque Epsom Kelly 28 Sellier Gold Hardware, 2023",https://www.sothebys.com/en/buy/auction/2026/handbags-and-accessories-3?locale=en&lotFilter=AllLots
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-73,14,0.25,brand,20320.0,2025-12-15,Sothebys,"White Epsom Birkin 30 Gold Hardware, 2014",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-63,15,0.25,brand,19050.0,2025-12-15,Sothebys,"Black Epsom Mini Constance 18 Brushed Gold Hardware, 2025",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-78,16,0.25,brand,17780.0,2025-12-15,Sothebys,"Bleu Azur Clèmence Birkin 30 Palladium Hardware, 2014",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-58,17,0.25,brand,16510.0,2026-02-12,Sothebys,"Gold Madame Kelly Elan Palladium Hardware, 2023",https://www.sothebys.com/en/buy/auction/2026/handbags-accessories?locale=en&lotFilter=AllLots
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-75,18,0.25,brand,16510.0,2026-02-12,Sothebys,"Vintage Black Box Kelly 32 Sellier Gold Hardware, 1999",https://www.sothebys.com/en/buy/auction/2026/handbags-accessories?locale=en&lotFilter=AllLots
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-66,19,0.25,brand,16510.0,2025-12-15,Sothebys,"Vintage Black Shiny Porosus Crocodile Kelly 28 Sellier Gold Hardware, 1995",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg,FAUBOURG,sothebys-handbags-accessories-83,20,0.25,brand,16510.0,2025-12-15,Sothebys,"Bleu Zanzibar Epsom Birkin 30 Gold Hardware, 2017",https://www.sothebys.com/en/buy/auction/2025/handbags-accessories-3?locale=en
rally-faubourg2,FAUBOURG2,sothebys-handbags-accessories-74,1,0.25,brand,63500.0,2026-02-12,Sothebys,"Limited Edition Black Volupto Rock Birkin 25 Palladium Hardware, 2024",https://www.sothebys.com/en/buy/auction/2026/handbags-accessories?locale=en&lotFilter=AllLots
